observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
15947,635000,4,2.5,2,0,0,3,8,0,1996,0,47.5284,-122.173,2440,10826
15948,469000,3,3.25,2,0,0,3,8,250,2005,0,47.6735,-122.375,1390,1256
15949,350000,4,2.5,2,0,0,3,8,0,2005,0,47.3441,-122.04,2480,5188
15950,180000,5,1,1.5,0,0,3,6,170,1936,0,47.5039,-122.361,1460,10450
15951,490000,4,2.25,1,0,0,4,8,1750,1964,0,47.461,-121.992,2160,38061
15952,360000,3,1.5,1,0,0,3,6,500,1911,0,47.6846,-122.345,1560,3000
15953,630000,4,2.5,2,0,0,3,8,0,1996,0,47.7449,-122.223,2028,11056
15954,615000,4,1,1.5,0,0,3,7,0,1931,0,47.6357,-122.373,2040,3625
15955,279950,3,2.25,2,0,0,4,7,0,1989,0,47.3563,-122.039,1470,7395
15956,317000,3,1,1,0,0,3,7,0,1952,0,47.7257,-122.329,1200,7615
15957,618000,4,2.25,1,0,0,3,7,870,1978,0,47.6936,-122.128,1970,7700
15958,620000,5,1.75,1,0,2,3,7,1000,1962,0,47.5882,-122.117,2040,8449
15959,345000,3,1,1,0,0,3,7,0,1956,0,47.6977,-122.292,2010,6944
15960,608000,3,1.5,1,0,0,3,7,1020,1952,0,47.6624,-122.336,1570,3400
15961,325000,4,2.25,2,0,0,4,7,0,1967,0,47.4315,-122.169,1840,7350
15962,475000,3,1.75,1,0,0,5,8,0,1968,0,47.4474,-122.144,2440,10000
15963,154000,3,3,1,0,0,3,6,510,1992,0,47.2861,-122.252,1410,9997
15964,1.19E+06,5,3,2,0,0,4,11,720,1977,0,47.5485,-122.214,3330,16893
15965,376950,4,2.5,2,0,0,3,8,0,2012,0,47.3519,-122.173,2406,5772
15966,500000,2,2,1,0,0,3,7,0,1957,0,47.6526,-122.349,1250,3360
15967,499950,3,2.5,1,0,0,4,8,1130,1964,0,47.682,-121.913,2760,62059
15968,230000,3,1,1,0,0,4,6,0,1967,0,47.476,-122.151,1440,10350
15969,652600,4,2.5,2,0,0,3,8,0,2014,0,47.6956,-122.36,1620,5900
15970,185000,3,1.75,1,0,0,3,7,0,1978,0,47.307,-122.372,1830,8880
15971,274950,3,1,1,0,0,3,6,400,1958,0,47.4698,-122.264,1510,8820
15972,447000,2,1,1,0,0,3,6,0,1920,0,47.5443,-122.382,2110,6046
15973,129000,2,1,1,0,0,3,6,0,1950,0,47.4492,-122.2,1670,19684
15974,436000,5,3,2,0,0,4,8,0,1969,0,47.4778,-122.146,1420,9685
15975,825000,3,1.75,2,0,0,5,8,0,1906,0,47.6717,-122.356,1820,5000
15976,225000,3,1,1,0,0,3,6,0,1952,0,47.2873,-122.251,1610,10007
15977,265000,3,2.5,2,0,0,3,7,0,1996,0,47.2886,-122.218,1700,6600
15978,765000,3,1.5,2,0,0,5,8,0,1984,0,47.6118,-122.284,2380,4519
15979,509000,4,2,1.5,0,0,4,7,700,1926,0,47.6545,-122.344,1670,4000
15980,762450,4,1.75,1,0,0,4,8,0,1958,0,47.5956,-122.172,2520,8800
15981,465000,5,1.5,1,0,2,3,7,800,1955,0,47.7488,-122.292,2610,11175
15982,564000,3,1.75,1,0,1,5,7,890,1910,0,47.554,-122.385,1980,6250
15983,384500,2,1,1,0,0,4,6,0,1942,0,47.5103,-122.386,1010,5320
15984,415000,3,2,1.5,0,2,5,8,0,1986,0,47.2133,-122.007,1840,22620
15985,345000,2,1.75,1,0,0,4,6,910,1948,0,47.7538,-122.327,1300,8409
15986,465950,4,2.5,2,0,0,3,7,0,2001,0,47.4896,-122.14,2950,6775
15987,325000,3,1.75,1,0,0,3,7,570,1979,0,47.617,-122.051,1780,10640
15988,500000,3,1.75,1,0,0,3,7,570,1979,0,47.617,-122.051,1780,10640
15989,450000,4,2.5,1,0,0,3,8,1040,1978,0,47.5887,-122.064,2450,50094
15990,475000,4,3,1,0,0,5,7,1200,1969,0,47.7202,-122.22,2050,7940
15991,1.35E+06,5,1.75,1,0,0,4,8,1690,1963,0,47.6395,-122.211,3260,19809
15992,747000,3,1.5,2,0,0,4,7,0,1920,0,47.6801,-122.305,1530,5170
15993,395000,3,1.75,1,0,0,4,6,0,1954,0,47.762,-122.362,1630,8418
15994,505000,3,2.5,3,0,0,3,8,235,2005,0,47.6025,-122.31,1520,1173
15995,215000,3,2,1,0,0,5,7,660,1947,0,47.3413,-122.29,1730,7500
15996,775000,4,3.5,2,0,0,3,9,0,2000,0,47.4614,-121.713,1680,42665
15997,540000,4,2.5,2,0,0,3,8,0,2013,0,47.4797,-122.126,2730,5471
15998,392500,3,1.75,1,0,0,4,7,0,1957,0,47.7762,-122.337,1620,10397
15999,987000,3,2,1,0,0,3,8,0,1951,0,47.6227,-122.207,2260,9787
16000,1.19E+06,3,2,1,0,0,3,8,0,1951,0,47.6227,-122.207,2260,9787
16001,252500,3,2,2,0,0,3,8,0,1987,0,47.4619,-122.153,2140,9657
16002,730000,3,3.5,2,0,0,3,7,470,2000,0,47.589,-122.165,2440,3417
16003,497300,6,2.75,1,0,2,4,8,1600,1953,0,47.492,-122.364,2220,9500
16004,640000,4,2.5,2,0,0,3,9,0,1998,0,47.7365,-122.037,3170,30277
16005,580000,5,2,1,0,0,3,7,1100,1964,0,47.634,-122.119,1460,7920
16006,377000,3,1.75,1,0,0,4,6,0,1967,0,47.4616,-121.98,2570,52707
16007,1.28E+06,4,3.5,2,0,0,3,9,640,1999,0,47.6341,-122.284,2650,4200
16008,396500,3,1.5,2,0,0,3,7,240,2003,0,47.6526,-122.384,1360,1573
16009,300000,4,2.5,2,0,0,3,8,0,1998,0,47.4909,-122.157,1630,3148
16010,532000,3,1,1.5,0,0,3,7,0,1946,0,47.6857,-122.378,1510,4320
16011,579000,2,1.75,1,0,0,3,8,0,2004,0,47.7128,-122.032,1860,4500
16012,1.40E+06,4,2.5,2,0,3,3,10,380,1929,0,47.6429,-122.412,2790,6644
16013,571000,5,1.75,1,0,1,4,8,900,1949,0,47.4558,-122.362,1940,17664
16014,301950,3,1.75,1,0,0,4,7,0,1988,0,47.4824,-122.152,1500,9864
16015,660000,3,3,2,0,0,5,8,180,1925,0,47.6868,-122.348,1370,4000
16016,455000,4,2.5,2,0,2,3,9,0,2001,0,47.3179,-122.257,3100,12610
16017,375000,3,1.75,1,0,0,3,7,0,1986,0,47.7059,-122.341,1030,5060
16018,470000,4,2.5,2,0,0,3,9,0,1999,0,47.3753,-122.155,2880,7968
16019,374990,3,2.5,2,0,0,3,8,0,1983,0,47.7768,-122.268,1380,7868
16020,541500,2,2.5,2,0,0,3,8,0,2006,0,47.7082,-122.019,1900,5153
16021,782500,3,2.5,2,0,0,3,9,0,2001,0,47.6325,-122.064,3210,8405
16022,264000,3,2.25,2,0,0,3,7,0,2012,0,47.3205,-122.178,1677,3677
16023,640000,4,2.5,2,0,0,3,9,0,1991,0,47.6251,-122.026,2770,8188
16024,660000,3,2,1,0,0,5,8,0,1952,0,47.7232,-122.371,1770,8100
16025,1.37E+06,5,3.5,2,0,3,3,12,0,1995,0,47.553,-122.114,4630,17909
16026,389950,3,2.5,2,0,0,3,9,0,1994,0,47.385,-122.169,2390,8100
16027,226000,2,1,1,0,0,3,7,0,1951,0,47.4924,-122.34,1540,10000
16028,390000,3,1.75,1,0,0,5,7,0,1959,0,47.4038,-122.036,1870,40250
16029,485000,3,2.25,2,0,0,3,8,0,1984,0,47.6324,-122.028,1990,7875
16030,840000,4,2.5,2,0,0,3,9,0,2000,0,47.6835,-122.161,3480,5739
16031,600000,5,3.5,1.5,0,0,4,8,1440,1937,0,47.7646,-122.302,2430,21343
16032,331000,2,1,1,0,0,3,7,400,1950,0,47.774,-122.351,1290,7509
16033,780000,3,2,1,0,0,5,7,1300,1941,0,47.675,-122.289,2330,4800
16034,300000,3,1.75,2,0,0,3,7,0,1993,0,47.2623,-122.305,1830,6600
16035,361810,3,1.75,1,0,0,3,7,0,1968,2014,47.4576,-122.348,1150,7620
16036,467000,3,1,1,0,0,5,7,660,1946,0,47.7169,-122.353,1110,6584
16037,399000,3,1.75,1.5,0,0,5,6,0,1918,0,47.5091,-122.262,1880,10000
16038,315450,3,1.75,1.5,0,0,4,7,0,1908,0,47.5254,-122.318,1240,6000
16039,600000,3,1,1.5,0,0,3,7,0,1906,0,47.6624,-122.347,1530,4800
16040,247500,4,2,1,0,0,4,7,800,1977,0,47.3634,-122.09,1560,5200
16041,330000,3,1,1,0,0,3,7,0,1957,0,47.5494,-122.274,1630,6054
16042,500000,4,2.25,1.5,0,0,4,7,0,1972,0,47.7407,-122.183,1930,7519
16043,367500,3,1,1,0,0,3,7,0,1963,0,47.736,-122.231,2540,9940
16044,560000,3,2.5,1,0,0,3,9,0,1993,0,47.4798,-121.727,2780,40091
16045,655000,4,1.75,1,0,3,3,8,1220,1948,0,47.5709,-122.406,2540,8613
16046,530000,5,2.75,1,0,0,4,7,1250,1968,0,47.6225,-122.108,2230,8400
16047,270000,3,2.25,1,0,2,3,7,700,1993,0,47.2846,-122.192,1770,8140
16048,437500,3,2,2,0,2,3,7,470,1988,0,47.5602,-122.378,1760,4830
16049,575000,3,1.75,1,0,0,3,8,0,1957,0,47.6347,-122.173,1970,10933
16050,278000,4,2.5,2,0,0,3,7,0,1990,0,47.2911,-122.353,1870,6144
16051,568500,4,2.5,2,0,0,3,9,0,2000,0,47.5212,-122.192,2960,6515
16052,280000,4,3,1,0,0,3,8,0,2012,0,47.4889,-122.317,1730,7500
16053,250000,2,1,1,0,0,3,5,0,1920,0,47.6938,-122.356,920,6350
16054,247500,3,0.75,1,0,0,3,6,620,1950,1987,47.567,-122.124,3080,8395
16055,1.25E+06,5,2.75,1.5,0,3,4,9,1370,1977,0,47.5686,-122.154,3370,13874
16056,535000,4,2.5,1,0,0,3,9,440,1986,0,47.7363,-122.254,2680,15344
16057,814842,3,2.5,2,0,0,3,9,0,2014,0,47.7153,-122.221,3190,6899
16058,340000,4,2.5,2,0,0,3,8,0,2006,0,47.3503,-122.291,2333,5143
16059,359950,3,1.75,2,0,0,4,7,0,1952,0,47.7676,-122.339,1640,9100
16060,750000,3,1.75,1.5,0,0,3,8,930,1934,0,47.684,-122.376,1330,5074
16061,1.22E+06,4,2,2.5,0,0,5,8,0,1918,0,47.6851,-122.395,1560,6250
16062,370000,2,1,1,0,0,3,7,0,1956,0,47.6977,-122.365,1570,5040
16063,329950,3,1,1,0,0,3,7,0,1980,0,47.4405,-122.134,1610,9170
16064,500000,3,2.5,2,0,0,3,9,0,1990,0,47.465,-122.123,2720,35171
16065,734000,4,2.5,2,0,0,4,9,0,1990,0,47.7406,-122.07,2850,18521
16066,385000,4,2.5,2,0,0,3,9,0,2006,0,47.3601,-122.035,2960,5000
16067,230000,2,1,1,0,0,3,6,440,1917,0,47.5532,-122.28,1660,6180
16068,1.39E+06,4,3.5,1,0,1,3,10,1590,2000,0,47.6838,-122.212,2660,7200
16069,210000,3,2,1,0,0,3,7,600,1953,0,47.5145,-122.27,2050,7740
16070,293000,3,1.75,1,0,0,4,7,0,1974,0,47.4608,-122.065,1620,13824
16071,465000,3,1,1.5,0,0,3,6,0,1900,0,47.6839,-122.361,1580,3860
16072,449000,3,2.25,1,0,0,3,7,830,1984,0,47.7769,-122.253,1970,44634
16073,325000,2,1.75,1,0,0,3,7,0,1965,0,47.4893,-122.229,1600,10725
16074,180000,3,2,1,0,0,4,7,0,1958,0,47.3139,-122.212,1330,8415
16075,650000,6,3,1,0,0,3,8,1170,1968,0,47.6971,-122.341,1280,1251
16076,665000,4,2.75,1,0,0,5,7,750,1946,0,47.7042,-122.371,1620,7102
16077,324450,3,2,1,0,0,3,7,0,1966,0,47.478,-122.358,1900,12630
16078,588000,4,1.75,1,0,2,3,7,800,1975,0,47.5668,-122.383,1450,5750
16079,200000,4,1,1.5,0,0,3,6,150,1945,0,47.5384,-122.37,1090,5180
16080,383000,4,1.75,1,0,0,3,7,770,1962,0,47.7333,-122.246,1990,10917
16081,499950,3,2,1,0,0,3,7,630,1986,0,47.6753,-122.363,1630,5000
16082,549000,5,2.5,1,0,2,4,9,1680,1976,0,47.3427,-122.325,3440,12763
16083,465000,5,3,1,0,0,3,7,720,1990,0,47.6945,-122.33,1510,7326
16084,450000,3,2.5,2,0,0,3,10,0,1990,0,47.3746,-122.026,2650,19597
16085,799900,4,2.5,2,0,0,3,9,1450,1991,0,47.689,-122.196,2840,7435
16086,495000,4,2.5,1,0,2,4,7,1010,1973,0,47.4579,-121.981,2540,91911
16087,1.20E+06,3,3.5,2,0,2,3,10,1170,1988,0,47.7735,-122.386,2280,11106
16088,637000,4,2.5,2,0,0,4,8,0,1983,0,47.7159,-122.1,2170,15000
16089,589000,4,1,2,0,0,3,8,0,1901,0,47.6105,-122.309,1740,1745
16090,305000,3,1.75,1,0,0,4,7,0,1976,0,47.479,-122.132,1780,10457
16091,600000,4,2.25,2,0,0,3,7,970,1910,2003,47.589,-122.313,1310,2059
16092,587000,4,2.5,2,0,0,3,9,0,1992,0,47.7742,-122.166,2460,8256
16093,1.43E+06,2,2.5,2,0,0,3,9,0,2000,0,47.6364,-122.28,1870,4000
16094,250000,4,1,1,0,0,5,6,0,1914,0,47.3098,-122.209,1060,6766
16095,515000,3,3,2,0,0,4,8,800,1982,0,47.7152,-122.342,2440,3200
16096,833000,4,2.75,2,0,0,3,10,0,1999,0,47.589,-121.983,3500,10740
16097,860000,3,3.25,2,0,2,3,10,1530,1998,0,47.508,-122.113,3260,26386
16098,550000,4,3,1,0,0,3,8,600,1949,0,47.6919,-122.313,1640,6380
16099,180000,2,1,1,0,0,2,6,0,1919,0,47.4976,-122.225,1100,6000
16100,507000,4,1.75,1,0,0,4,7,600,1968,0,47.6935,-122.112,1540,9375
16101,427000,3,2,1,0,0,3,7,0,1994,0,47.4487,-121.981,2360,111078
16102,616950,3,3.5,2,0,0,3,8,470,1999,0,47.5893,-122.165,2490,2755
16103,372000,4,1.75,1,0,0,5,7,880,1969,0,47.5147,-122.193,1930,7291
16104,290000,2,1,1,0,0,3,7,0,1930,1973,47.6971,-122.317,1380,6380
16105,329990,4,2.75,2,0,0,3,8,0,1997,0,47.2089,-122.011,2270,8770
16106,393500,3,1.75,1,0,0,5,7,0,1948,0,47.7397,-122.3,1200,8156
16107,1.55E+06,5,3.25,1,0,2,5,10,1370,1982,0,47.5591,-122.229,4240,15202
16108,240000,4,2.25,1,0,0,4,8,0,1973,0,47.3192,-122.385,2010,8000
16109,285000,3,1,1,0,0,4,6,0,1973,0,47.459,-122.355,1260,8400
16110,382500,3,1.5,1,0,0,3,8,0,1987,0,47.6256,-122.036,1710,9862
16111,1.93E+06,4,3.75,1,0,0,3,9,0,1951,0,47.6308,-122.287,3650,9506
16112,800000,3,2.5,1,0,2,3,8,1000,1956,0,47.676,-122.272,3040,6765
16113,550000,4,3.5,2,0,0,3,8,0,1967,0,47.6585,-122.186,1720,16011
16114,387846,4,1.75,1,0,0,4,7,480,1954,0,47.7642,-122.264,1680,10000
16115,367500,4,2,1,0,0,3,7,0,1980,0,47.33,-122.22,1960,16015
16116,780500,5,1,2,0,0,3,8,0,1902,0,47.6246,-122.312,2130,4264
16117,680000,3,1.75,1,0,0,4,7,240,1950,0,47.6934,-122.321,1580,5760
16118,434400,5,1.75,1,0,0,4,7,0,1968,0,47.7256,-122.18,1800,7764
16119,370000,2,1,1,0,0,4,6,0,1947,0,47.6934,-122.163,1510,12915
16120,465000,3,1.75,1,0,0,3,8,380,1971,0,47.7694,-122.367,2500,8073
16121,323000,3,2,1,0,0,4,8,0,1979,0,47.4445,-122.123,2010,7350
16122,270000,4,2.5,2,0,0,3,7,0,2009,0,47.3678,-122.124,2140,5806
16123,1.32E+06,3,1.75,1,0,2,3,10,0,1980,0,47.6479,-122.12,2640,11957
16124,560000,4,2.5,2,0,0,3,9,0,2003,0,47.4922,-122.141,2710,6583
16125,450000,3,1,1,0,0,3,6,300,1907,0,47.5897,-122.314,1150,3000
16126,290000,2,1,1,0,0,3,6,0,1924,0,47.7091,-122.292,1250,7740
16127,354000,3,2,1,0,0,3,8,0,1980,0,47.6223,-122.043,1700,13045
16128,705000,5,3,2,0,0,5,7,0,1909,0,47.6722,-122.389,1800,4650
16129,445000,3,2.25,1,0,0,4,7,620,1977,0,47.7332,-122.192,1560,7630
16130,229900,3,1,1,0,0,3,7,0,1968,0,47.2738,-122.3,1440,10425
16131,610000,4,2.5,2,0,0,3,8,0,2001,0,47.6872,-122.036,2900,5712
16132,535000,3,3.25,2,0,2,3,9,0,2000,0,47.5342,-121.866,2670,6500
16133,437400,3,1.75,1,0,0,4,7,0,1960,0,47.6253,-122.119,1100,7875
16134,540000,5,2.75,2,0,0,3,10,1420,1978,0,47.7477,-122.217,3120,11557
16135,570000,3,2,1,0,0,3,7,420,1949,2013,47.5621,-122.168,2580,11600
16136,533000,3,2.5,2,0,0,3,8,0,2004,0,47.7735,-122.227,2540,4871
16137,555000,3,2.5,2,0,0,3,7,0,2004,0,47.5302,-121.849,2360,4829
16138,239950,3,1.75,1,0,0,4,7,0,1984,0,47.3675,-122.095,1330,8250
16139,350000,3,1,1,0,0,4,7,0,1977,0,47.7308,-122.19,1480,8352
16140,245000,2,1,1,0,0,3,6,220,1943,0,47.5276,-122.346,1040,4880
16141,456000,4,1.75,1,0,0,5,7,0,1947,0,47.7249,-122.287,2590,9997
16142,465000,4,2.25,1,0,0,4,7,670,1977,0,47.7213,-122.171,2130,8050
16143,445000,2,1.75,1,0,2,3,8,0,2008,0,47.7092,-122.015,1680,4989
16144,517850,5,2.75,1,0,0,4,8,1250,1966,0,47.7249,-122.187,2060,7848
16145,329000,5,2.75,2,0,0,3,8,0,1996,0,47.2622,-122.212,2200,7421
16146,512500,3,2.5,2,0,0,4,7,0,1997,0,47.562,-122.393,1240,5750
16147,365000,2,1,1,0,0,4,7,0,1947,0,47.7294,-122.329,1710,8100
16148,450500,3,1,1,0,0,3,7,0,1948,0,47.7161,-122.33,1990,9384
16149,915000,3,1,1,0,0,3,7,0,1952,0,47.623,-122.205,1930,8286
16150,205000,3,1,1,0,0,5,6,0,1960,0,47.2891,-122.221,990,7314
16151,314000,4,2.5,2,0,0,3,8,0,1992,0,47.4435,-122.274,2160,8113
16152,496000,2,1,1,0,0,3,7,0,1946,0,47.6695,-122.36,1230,6913
16153,329950,4,1,1,0,0,3,7,770,1957,0,47.4916,-122.224,2050,7800
16154,375000,4,2,2,0,0,3,6,0,1913,1945,47.7607,-122.209,1780,8732
16155,623000,3,2.5,2,0,0,5,8,0,1989,0,47.6908,-122.169,1850,8482
16156,310000,4,1.5,1,0,0,3,6,0,1980,0,47.6462,-121.909,1180,9000
16157,532500,3,3.25,1,0,0,3,9,1380,1984,0,47.5244,-121.842,2100,13500
16158,960000,4,2.25,2,0,2,5,9,610,1929,0,47.6796,-122.402,2150,5100
16159,598000,4,2.5,2,0,0,3,9,0,1994,0,47.4761,-121.723,2760,35440
16160,683000,3,2.5,2,0,2,3,9,0,1998,0,47.5504,-122.077,2730,9930
16161,425000,5,2.5,1,0,0,4,7,1250,1962,0,47.7609,-122.297,1900,11600
16162,533000,5,2.75,1.5,0,0,3,7,400,1926,0,47.6831,-122.343,1400,3780
16163,375000,3,1,1,0,0,4,7,0,1953,0,47.4319,-122.339,2100,10400
16164,250500,3,2,2,0,0,4,7,0,1988,0,47.2917,-122.373,1710,7225
16165,257000,4,1.75,1.5,0,0,3,7,540,1922,1990,47.3102,-122.023,1300,8960
16166,218000,3,1,1,0,0,4,6,0,1945,0,47.5013,-122.244,1110,16115
16167,460000,3,2,1,0,0,3,7,1030,1929,0,47.5705,-122.376,1750,4452
16168,255544,3,1,1.5,0,0,4,6,600,1941,0,47.7503,-122.334,1610,7453
16169,560000,2,2,1,0,0,3,8,0,2008,0,47.7088,-122.015,1680,4950
16170,480000,4,2.5,2,0,0,3,8,0,2011,0,47.734,-121.965,2320,4255
16171,1.30E+06,5,1.75,1,0,0,3,8,630,1968,0,47.638,-122.213,3650,19180
16172,580000,3,2.75,1,0,0,3,9,0,1989,0,47.768,-122.259,3030,9910
16173,475000,3,2.5,1,0,0,3,8,540,1998,0,47.5369,-122.378,1590,8374
16174,1.31E+06,4,2.5,1,1,4,3,9,1090,1956,0,47.4396,-122.353,2960,19964
16175,700000,3,2.5,1,0,0,4,8,0,1980,0,47.4188,-121.949,2120,100623
16176,590000,3,2.5,2,0,0,3,10,0,1988,0,47.631,-122.042,2630,10091
16177,264500,3,2.5,1,0,0,3,8,0,1990,0,47.2622,-122.219,2110,8619
16178,465000,2,1,1,0,0,4,6,0,1918,0,47.6751,-122.379,1480,3900
16179,290000,3,1,1,0,2,3,7,0,1971,0,47.5278,-122.343,1660,7620
16180,1.82E+06,4,4.5,2,0,2,3,12,0,1998,0,47.6491,-122.201,2200,8528
16181,416000,3,1,1,0,0,4,7,0,1957,0,47.6034,-122.122,1490,8200
16182,360000,4,2,1,0,0,3,7,0,1962,0,47.7304,-122.24,1310,8914
16183,585083,5,2.75,1,0,0,3,8,1320,1977,0,47.5916,-122.076,2910,37376
16184,840000,4,2.75,1.5,0,0,3,7,980,1936,0,47.6413,-122.357,1960,3705
16185,81000,2,1,1,0,0,1,5,0,1943,0,47.4808,-122.315,860,9000
16186,1.29E+06,3,2.25,1,0,1,4,8,0,1950,0,47.6629,-122.269,2750,6211
16187,326000,4,1.75,1,0,0,3,7,900,1963,0,47.5034,-122.245,1170,7381
16188,447000,2,1,1,0,2,3,6,0,1925,0,47.5185,-122.392,1390,5000
16189,185000,3,1,1.5,0,0,4,7,0,1958,0,47.3756,-122.297,1170,7125
16190,439950,3,2.5,2,0,0,4,8,0,1982,0,47.722,-122.194,1630,7340
16191,234000,3,1.5,1.5,0,0,4,6,0,1967,0,47.4452,-121.77,1250,9975
16192,485000,4,2.5,2,0,0,4,7,0,1964,0,47.5947,-122.134,1840,9058
16193,750000,4,1.75,2,0,0,4,8,650,1941,0,47.6499,-122.391,1820,6250
16194,865000,4,2,2,0,0,3,8,620,1901,1987,47.6513,-122.368,1290,1764
16195,287500,4,2.5,1,0,0,4,8,980,1979,0,47.2986,-122.372,2120,8571
16196,375000,3,1.75,1,0,0,3,7,530,1976,0,47.7628,-122.162,1260,9681
16197,565000,3,2.25,1,0,0,5,7,850,1969,0,47.6863,-122.189,2180,8960
16198,260000,4,3,2,0,0,3,7,0,2010,0,47.3528,-122.146,1930,6925
16199,190000,3,1,1,0,0,4,6,0,1943,0,47.491,-122.188,1090,8137
16200,399950,5,2,1,0,0,5,7,1380,1964,0,47.5396,-122.276,1400,7112
16201,275000,3,2.5,2,0,0,3,7,0,1990,0,47.2895,-122.352,1820,6434
16202,528000,3,2.75,1,0,0,3,7,780,1987,0,47.5352,-122.38,1300,4080
16203,315000,3,2,1,0,0,3,5,0,1948,0,47.4753,-122.342,1520,11122
16204,614306,2,2.25,1,0,0,4,8,800,1968,0,47.697,-122.39,2140,6600
16205,1.49E+06,3,3.5,2,0,2,3,12,0,1990,0,47.6995,-122.228,4050,14226
16206,590000,3,2.5,2,0,0,3,9,0,2004,0,47.5513,-121.994,2300,3870
16207,261500,3,1,1,0,0,3,6,0,1908,0,47.5978,-122.299,1710,2231
16208,300000,4,2.5,2,0,0,3,8,0,2001,0,47.3834,-122.168,2130,7662
16209,439000,3,2.25,1.5,0,2,5,8,780,1928,0,47.5078,-122.236,2060,7200
16210,277554,5,2.25,1,0,0,3,7,0,1961,0,47.4939,-122.256,1570,11440
16211,215000,3,2,1,0,0,3,6,0,1931,0,47.4727,-122.297,1370,9000
16212,1.20E+06,2,2.25,2,1,4,4,9,0,1956,0,47.502,-122.385,2660,18530
16213,420000,4,2,1,0,0,4,7,850,1950,0,47.6973,-122.295,1470,8360
16214,485000,3,2.5,2,0,0,3,7,0,2003,0,47.6819,-122.036,1680,3446
16215,202500,3,2,1,0,0,5,6,0,1954,0,47.323,-122.216,1250,8316
16216,710000,5,3.25,2,0,0,3,9,0,2007,0,47.5427,-121.887,3335,7258
16217,535000,4,2.5,2,0,0,3,8,0,2009,0,47.4956,-122.151,3030,5308
16218,260000,4,1.75,1,0,0,4,7,0,1966,0,47.4558,-122.177,1321,7756
16219,254000,3,2,1,0,0,4,7,0,1992,0,47.3542,-122.055,1680,7146
16220,600000,4,2.5,2,0,0,3,8,0,2001,0,47.712,-122.229,2440,5156
16221,285000,3,2.5,2,0,0,3,7,0,2001,0,47.5401,-122.293,1800,2562
16222,800000,4,3.75,2,0,0,3,10,0,1998,0,47.5882,-122.01,2490,37731
16223,165000,3,1,1,0,0,3,6,0,1943,0,47.475,-122.258,1960,11285
16224,216500,2,1,1,0,0,4,6,0,1943,0,47.4886,-122.246,940,7680
16225,387990,4,2.5,2,0,0,3,8,0,2011,0,47.3551,-122.054,1840,5011
16226,500000,4,2.5,2,0,0,3,8,0,2006,0,47.709,-122.35,1090,5040
16227,650000,4,2.5,2,0,0,3,7,0,2001,0,47.686,-122.036,2770,5177
16228,646000,4,2.5,2,0,0,3,8,0,2008,0,47.6937,-122.361,1220,4800
16229,323400,4,3,1,0,0,3,8,630,1992,0,47.321,-122.185,2250,7820
16230,300000,3,2.5,2,0,0,3,7,0,2007,0,47.366,-122.017,2090,4200
16231,712500,5,2,1.5,0,0,4,7,940,1947,0,47.6674,-122.279,1770,5000
16232,550000,3,1.75,1.5,0,0,3,7,0,1900,2000,47.6109,-122.302,1500,5496
16233,400000,3,1,1,0,0,3,7,0,1969,0,47.7233,-122.221,1220,7425
16234,255000,4,1.75,1,0,0,3,7,550,1977,0,47.3944,-122.187,1620,7374
16235,660000,3,1.75,2,0,2,4,7,0,1963,0,47.586,-122.117,2350,8937
16236,925000,4,2.25,1,0,2,4,8,510,1941,0,47.6819,-122.272,2760,6375
16237,534000,4,2.25,1,0,0,5,7,800,1965,0,47.629,-122.117,1310,7896
16238,215000,3,1,1,0,0,4,7,0,1969,0,47.3444,-122.304,1590,7700
16239,1.95E+06,3,2.5,1.5,0,4,3,10,0,1968,0,47.6982,-122.231,2810,12225
16240,1.40E+06,5,4.25,2,0,0,3,10,0,2001,0,47.5894,-122.243,1750,9226
16241,212000,3,1.75,1,0,0,3,7,0,1990,0,47.2587,-122.253,1590,8182
16242,265000,3,1.75,1,0,0,3,8,0,1966,0,47.3122,-122.369,1920,8010
16243,400000,3,1.75,1.5,0,0,5,6,560,1918,0,47.5586,-122.383,1550,5750
16244,311500,4,2.5,2,0,0,3,8,0,1992,0,47.3877,-122.171,1940,7265
16245,2.33E+06,4,3.5,2,0,0,3,11,0,2003,0,47.6354,-122.221,3020,20666
16246,225000,2,1,1,0,0,4,6,0,1944,0,47.5001,-122.242,880,6050
16247,1.25E+06,4,2.5,1,0,4,3,11,1080,1988,0,47.5662,-122.108,3480,13786
16248,380000,3,1,1,0,0,4,7,0,1948,0,47.5066,-122.377,1460,8710
16249,600000,4,2.5,2,0,0,3,8,0,1991,0,47.7115,-122.239,2190,9611
16250,600000,3,2.25,2,0,0,4,9,0,1987,0,47.6594,-122.144,2390,8038
16251,315000,3,2.5,2,0,0,3,7,0,2001,0,47.4938,-122.337,1620,6000
16252,847000,5,1,2.5,0,0,4,9,0,1905,0,47.6092,-122.294,1570,3875
16253,730000,4,2.5,2,0,0,3,10,0,1998,0,47.5894,-121.98,3370,10351
16254,1.06E+06,4,2,1,0,0,4,8,0,1955,0,47.5887,-122.201,2300,10463
16255,1.62E+06,4,2.25,2,0,0,4,9,0,1977,0,47.6232,-122.236,3360,19855
16256,664000,2,1.75,1,0,0,3,6,860,1948,2002,47.5554,-122.274,1680,5184
16257,454450,4,3,2,0,0,3,9,0,2007,0,47.3689,-122.057,2790,6000
