observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,condition_1,condition_2,condition_3,condition_4,condition_5,grade,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,basement,renovated,yr_built,sqft_living15,sqft_lot15
17155,379950,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1985,1070,3471
17156,745000,3,1.75,1.5,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1959,2530,11041
17157,630000,4,2,1.5,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1930,1820,4000
17158,250000,3,2.5,2,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1985,1770,7396
17159,275000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1968,1210,9870
17160,435000,6,3,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1957,3040,6000
17161,175000,2,1,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1941,1250,8046
17162,560000,4,1.75,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1390,3880
17163,325000,4,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1959,2000,9790
17164,1190000,3,2.75,2,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1905,2810,5568
17165,399950,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1989,2590,10078
17166,752000,4,2.5,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,2980,10547
17167,1200000,4,3.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,2860,36460
17168,400000,4,1.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1952,1760,10283
17169,240000,3,2,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1900,1140,6000
17170,640000,5,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2550,4759
17171,564450,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,2730,7266
17172,300000,3,1.5,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,1680,199069
17173,286000,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,1800,5559
17174,531800,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,2410,5080
17175,502000,4,2.25,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1977,2350,9000
17176,993500,4,2.25,2,0,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1968,2820,10871
17177,450000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1954,1450,10000
17178,997950,4,3.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,2610,5251
17179,526000,3,1,1.5,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1913,1490,5250
17180,335000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,1700,10830
17181,187250,2,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1926,1320,14700
17182,735000,3,2.25,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1948,1570,5000
17183,425000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,1740,7020
17184,110000,3,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1945,1820,217800
17185,305000,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1994,1540,7529
17186,212000,3,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1962,1300,13500
17187,1380000,5,4.25,1,0,2,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1979,3600,25120
17188,298950,5,2.25,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,2350,11505
17189,525000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1977,1330,8136
17190,707000,4,3.25,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,3120,6094
17191,695000,3,2.75,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2850,8469
17192,796500,3,2.75,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2850,8469
17193,420000,4,2.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1973,1770,8071
17194,625000,5,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1955,2550,20409
17195,620000,3,1.75,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1957,2410,8800
17196,1450000,5,2.75,1,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1953,2970,19862
17197,549950,5,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1984,2560,49044
17198,275000,4,2,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1943,1500,11902
17199,705000,3,2.5,1,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,2300,7200
17200,197000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1580,7503
17201,265000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1991,1730,7954
17202,297000,4,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1951,1540,6916
17203,207500,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,1340,11039
17204,410000,3,2.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,1509,1991
17205,268000,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1994,1600,8308
17206,330000,4,1.75,1,0,3,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1967,1720,50094
17207,417500,3,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1917,1800,2267
17208,760000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,2470,9100
17209,499000,3,2.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1995,1680,1592
17210,620000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,1980,8485
17211,315000,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,1850,6209
17212,624950,3,2.5,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1980,5010
17213,525000,3,2.25,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1961,1920,13608
17214,300000,2,1.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1982,1400,3425
17215,299900,4,2.75,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,2350,7600
17216,299000,3,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1966,2110,10119
17217,1880000,4,2.75,1,0,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1968,3480,19863
17218,265000,4,1.75,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1958,1530,10587
17219,280000,2,1.75,1.5,0,0,2,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,1800,3572
17220,124740,3,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1978,1320,9800
17221,1090000,3,2.75,1,0,0,5,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,3920,36740
17222,1970000,8,3.5,2,0,3,5,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1959,4440,8640
17223,219000,4,1,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,1280,7048
17224,569950,5,1,1.5,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1926,1420,6250
17225,212500,2,2,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1938,1790,9199
17226,680000,3,2.25,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1960,1780,8400
17227,1460000,4,1.5,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1909,2420,6900
17228,300000,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1971,1250,7700
17229,629950,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,1610,1249
17230,349900,2,1.75,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1969,1550,10856
17231,690000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,2670,4410
17232,1450000,5,4,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,2640,9401
17233,1290000,3,2.5,2,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,3470,12331
17234,696000,4,3.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1996,2860,34284
17235,650000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,2060,120225
17236,640000,3,3.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,2380,11310
17237,499950,5,2.5,1,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,2500,15778
17238,490000,4,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,3370,8869
17239,685000,5,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3670,6087
17240,387500,4,1,2,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1942,1090,6300
17241,401750,2,1.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2005,1170,1888
17242,254950,4,2,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1977,1630,8800
17243,500000,4,2.25,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1977,2410,36680
17244,856500,4,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,3290,7467
17245,552000,3,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1919,1630,4600
17246,506500,4,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,2070,7200
17247,500000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1960,4808
17248,280000,4,2.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,1740,10080
17249,308000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1979,1630,11475
17250,613500,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,2270,7192
17251,255000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1550,9750
17252,545000,3,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1977,3080,215186
17253,620000,4,2.5,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1966,1920,22474
17254,450000,3,1.75,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1949,990,6800
17255,279000,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1840,7275
17256,625000,3,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,2250,3200
17257,274950,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1987,1650,8585
17258,423000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,1700,6040
17259,350000,2,1,1,0,1,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1950,952,5820
17260,305000,4,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1968,1450,7800
17261,368000,3,1.75,1,0,3,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1966,1830,8650
17262,232000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1984,1440,6682
17263,250000,4,3,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,1830,6900
17264,220000,3,1.75,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,1420,7938
17265,435000,3,2,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1986,1630,3800
17266,350000,2,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1922,1080,7680
17267,206325,5,2.5,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,1720,8478
17268,339000,5,2.5,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,1720,8478
17269,399000,4,2.5,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1750,7200
17270,529000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1950,1330,6462
17271,640000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,2970,8683
17272,735000,4,2.5,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1270,3060
17273,378000,5,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1960,460,18000
17274,775000,3,2,1.5,0,3,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1905,2040,5900
17275,2250000,3,4.25,2.5,0,2,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1954,4270,7800
17276,1350000,4,4.5,3,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,1360,5580
17277,380000,4,2.5,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,2020,10918
17278,624900,4,2.5,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,2020,10918
17279,379770,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,2005,1470,1576
17280,340000,3,1.75,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1160,10565
17281,515500,4,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,2830,7916
17282,600000,4,2.25,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1908,1980,4750
17283,400000,1,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1960,1620,24225
17284,364000,4,1,1.5,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1947,1290,11213
17285,440000,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,1980,7526
17286,285000,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1954,1530,8000
17287,669000,3,1,1.5,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1915,1530,4500
17288,475000,4,2,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1962,1470,8675
17289,747000,2,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1911,1560,4000
17290,317000,3,1.5,1,0,0,2,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,1060,5750
17291,390000,2,1,1,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1941,1580,9095
17292,1070000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,1660,5000
17293,1210000,4,2.75,1,0,3,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1960,1620,5500
17294,580000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,1,1908,1250,4080
17295,518000,4,2.5,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1969,2070,9683
17296,147500,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1010,6552
17297,555000,4,2.25,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1965,1980,8700
17298,427500,2,2,3,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,1090,1376
17299,1740000,3,2.5,1.5,0,4,5,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1982,3810,26400
17300,265950,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2002,2060,4384
17301,247500,2,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1950,990,6790
17302,244000,4,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1943,1160,7680
17303,578550,3,2.5,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1989,2330,7795
17304,451000,4,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,1650,2051
17305,489000,2,1.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1350,4479
17306,190000,2,1,1,0,0,2,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1915,1680,16730
17307,475000,3,3,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,2270,16000
17308,485000,3,2,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1905,1420,4590
17309,530000,3,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1987,2440,189100
17310,379000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,2770,10155
17311,1630000,5,2.5,2,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1964,3740,17853
17312,739000,3,1.75,1.5,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1926,2220,5960
17313,189950,3,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1969,920,4770
17314,637500,4,3,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1999,2330,3541
17315,2230000,3,3,1,0,4,4,0,0,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,1,1,1949,3220,12528
17316,209950,3,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,1370,10112
17317,460000,3,1,1,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1944,1050,7000
17318,543500,4,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,2420,5817
17319,376000,4,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,2420,6200
17320,430000,3,2.25,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,1380,1107
17321,515000,4,2.5,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1953,2400,14605
17322,580000,7,2.75,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1915,1340,3825
17323,600000,5,3.5,2,0,1,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1998,3330,13000
17324,476800,3,1.75,1.5,0,0,4,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1919,2070,43995
17325,815000,3,1.5,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1916,1580,3570
17326,455600,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1998,2420,5818
17327,270000,3,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1969,1010,9514
17328,1200000,5,4,3,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,1,1974,1530,3600
17329,525000,2,1.5,1.5,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1903,1340,3600
17330,242000,3,1.75,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1979,1440,9893
17331,715000,4,2.5,1,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1960,2650,30500
17332,475000,3,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,1890,4142
17333,370000,4,3,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,2010,5600
17334,788600,4,2.75,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,3920,7666
17335,160000,2,1,1,0,0,5,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1912,910,5080
17336,800000,5,1.75,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,1710,87120
17337,520000,4,3,2,0,0,4,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,2130,5142
17338,725000,3,1.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1985,2140,5000
17339,335000,4,1,1.5,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1914,2380,6000
17340,919000,4,2.5,1,0,4,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1993,3530,17026
17341,425000,3,2.75,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1986,2150,14048
17342,420000,5,2.5,1,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1983,1830,8700
17343,905000,4,3,2,0,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1981,3370,38896
17344,435000,2,1,1,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1940,1390,6000
17345,438000,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,1560,3070
17346,725000,4,2.75,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,2670,7506
17347,840000,4,1.75,2,0,0,5,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1924,2040,4000
17348,425500,3,2.5,2,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,1850,2778
17349,853505,3,2.5,1,0,4,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1985,3740,14890
17350,398000,2,1,1.5,0,0,3,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1983,2020,15180
17351,418500,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,2060,4399
17352,826000,3,1.5,1.5,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1929,2560,5000
17353,742000,4,2.5,2,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,3540,10986
17354,180000,4,1,1.5,0,0,3,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1924,1770,18581
17355,286000,4,1.75,2,0,0,2,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,2410,7700
17356,421200,3,2.5,2,0,0,3,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,1650,3060
17357,390000,3,3,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1994,2480,10667
17358,739000,4,2.5,2,0,0,3,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,2750,7950
17359,499900,4,3,2,0,0,4,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1968,1500,6534
17360,670000,3,2.25,1,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1950,2060,12304
17361,842500,3,2.25,1.5,0,0,3,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,1910,2970,4320
