bathrooms,floors,waterfront,view,condition_3,condition_4,condition_5,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,basement,renovated,yr_built,sqft_living15,logSqftLot15
2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,2140,9.17543832
3.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2000,2440,8.1365182521
2.75,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1953,2220,9.1590470776
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,3170,10.318143627
3.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1999,2650,8.3428398043
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1946,1510,8.3710106812
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1860,8.4118326758
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1988,1500,9.1966470448
3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1925,1370,8.2940496401
2.5,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,3100,9.442245429
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2880,8.9831887993
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,1380,8.9705591795
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,3210,9.0365820458
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2390,8.9996193407
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1959,1870,10.602865283
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,3480,8.6550402581
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1968,1150,8.9385316487
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1946,1110,8.7923977424
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1977,1560,8.5564139046
2.25,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1972,1930,8.9251884294
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,2540,9.2043222997
2.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2780,10.598907149
1.75,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1948,2540,9.0610279688
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1968,2230,9.0359869848
2.25,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1993,1770,9.004545459
2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1988,1760,8.4826017466
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,1970,9.2995410174
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2960,8.7818624896
2.75,1.5,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1977,3370,9.5377718639
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,3190,8.8391317525
1.75,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1952,1640,9.1160296925
2,2.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1918,1560,8.7403367427
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1610,9.1236925653
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,2960,8.5171931914
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1917,1660,8.7290735505
3.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2000,2660,8.881836305
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1900,1580,8.2584224625
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1965,1600,9.2803327438
2.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1946,1620,8.8681317135
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1966,1900,9.4438302153
1.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1975,1450,8.6569551338
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1945,1090,8.5525603353
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1986,1630,8.5171931914
2.5,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1973,2540,11.428575997
3.5,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1988,2280,9.3152407818
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1983,2170,9.6158054801
1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1901,1740,7.4645098346
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1976,1780,9.2550268896
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1910,1310,7.629975707
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1914,1060,8.8196653493
3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1982,2440,8.0709060888
3.25,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1998,3260,10.180588845
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1919,1100,8.6995147482
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1968,1540,9.1458018508
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,2360,11.617987936
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1973,1260,9.0359869848
3.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1951,3650,9.1596784572
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1954,1680,9.210340372
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1960,9.681281062
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1947,1510,9.4661447055
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1971,2500,8.9962804394
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,2140,8.6666471446
1.75,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1980,2640,9.3890721599
3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1909,1800,8.4446224986
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1977,1560,8.9398431243
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2900,8.650324504
3.25,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2670,8.7795574559
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1960,1100,8.9714484637
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1949,2580,9.3587603771
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1977,1480,9.0302563101
1.75,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,1680,8.5149907679
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1966,2060,8.9680140012
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,2200,8.912069098
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1997,1240,8.6569551338
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1952,1930,9.0223226226
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1960,990,8.8975455987
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1957,2050,8.9618790127
2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1913,1780,9.0747497177
2.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1989,1850,9.04570155
1.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,1180,9.1049798563
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,2760,10.475596405
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1962,1900,9.3587603771
2.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1926,1400,8.2374792886
2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1988,1710,8.885302513
1.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1922,1300,9.100525506
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1929,1750,8.4011087124
1,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1941,1610,8.9163719149
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,1680,8.5071428556
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,2320,8.355850041
2.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,3030,9.2012996273
2.5,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1956,2960,9.9016859306
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1980,2120,11.519136139
4.5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,2200,9.0511101464
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1957,1490,9.0118894333
2.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1977,2910,10.528784066
2.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1936,1960,8.2174385377
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1958,1170,8.8713650051
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1982,1630,8.9010941216
1.5,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1967,1250,9.2078372418
2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1901,1290,7.4753392366
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,2120,9.0561396909
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1964,1400,8.8695387772
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1987,1300,8.3138522674
2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,1520,9.3166804077
3.5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,4050,9.5628265553
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2300,8.261009786
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2130,8.9440283253
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1950,1470,9.0312137061
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,1680,8.1449694171
3.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,3335,8.8898595878
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,3030,8.5769703955
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2440,8.5479163641
3.75,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,2490,10.538237317
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1090,8.5251613611
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,1220,8.4763711969
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,2090,8.3428398043
1.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1900,1500,8.6117758339
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,1620,8.9057155788
1.75,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1963,2350,9.0979552414
2.25,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1941,2760,8.76013937
4.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,1750,9.1297808641
1.75,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1918,1550,8.6569551338
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,3020,9.9362451168
2.5,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1988,3480,9.5314088634
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,2190,9.1706635548
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,3370,9.2448384124
2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1955,2300,9.2556005034
2.25,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1977,3360,9.8962111436
1.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1948,1680,8.553332238
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2790,8.6995147482
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,1740,7.7790486449
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,1940,9.0402635416
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1610,9.1458018508
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1957,1450,9.1358323198
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,1810,8.4688429305
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1983,2970,9.2481177363
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,1670,8.5197898173
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,3260,8.72127624
2,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1946,1480,9.2078372418
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,2340,9.3413686344
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1700,9.1753347628
1.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1947,1930,8.6669915565
2.25,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1962,2500,9.2495610851
2.75,2.5,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1941,2010,8.5171931914
2.25,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1975,3170,8.5941542326
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1954,1570,9.1049798563
2.75,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1982,2490,9.6493691969
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,1830,8.6813507776
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1700,8.408939606
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1610,8.1920169145
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1939,1560,9.3556521031
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,2430,9.1695183775
2.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1981,1150,8.1408984606
1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1948,1970,8.8720665134
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2790,8.8132897625
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1962,1810,9.1773005179
3.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1948,1720,8.5941542326
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1969,2030,9.1537700205
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1954,1550,9.3236690573
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1986,2680,10.793557505
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1959,1320,8.9618790127
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3130,9.2928415935
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1956,1590,8.9226582995
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1987,1890,9.243388226
0.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1912,850,8.5330665406
1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1907,2360,8.4446224986
4.25,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2003,3850,9.3632331181
2.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1958,1670,10.488771087
3.25,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1922,3640,9.0484095048
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1988,2870,10.25044039
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1700,8.5330665406
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1945,2300,8.5171931914
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1959,1220,8.9162377317
1.75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1922,1540,8.2427563457
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1979,1810,8.9618790127
3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1952,1160,7.0192966537
3.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2001,2730,8.641355834
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1970,1880,8.9871968207
2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1944,1270,8.9226582995
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1946,1470,8.8825305084
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1966,1410,9.2612235823
2.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1991,1750,8.3647410682
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1926,1890,8.2940496401
4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3200,9.6774648605
3.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1996,2220,8.8948073714
1,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1915,860,8.4817732462
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,1610,7.3889460976
1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,1090,8.7850806365
2.25,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1983,1550,8.9483260463
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1952,2130,9.056839481
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1973,1900,9.1049798563
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1940,1230,8.7640532693
2.25,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1958,2920,9.4255323935
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1964,2390,9.2807988356
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1955,1380,8.9385316487
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1978,1700,9.0359869848
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1954,1300,8.9226582995
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1962,1060,9.1699349573
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,2760,8.5569906613
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1909,1710,8.1886891244
2.25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1972,1990,8.881836305
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1951,1490,8.9306264692
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1943,1320,8.6995147482
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1956,1930,8.8221747609
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,2420,8.7290735505
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1985,2720,10.752890339
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1910,1960,8.3138522674
1.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2008,1170,7.2442275156
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1973,1580,8.2940496401
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2000,1770,8.9463748261
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1918,1250,7.9540210873
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2008,2320,8.6061194006
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1916,1460,8.0709060888
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1985,2250,9.1844069899
1.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1939,1460,8.5792285823
1.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1966,1430,9.0270183148
2.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,2650,8.9751242394
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,1460,7.2463680801
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1944,1070,8.707813551
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,3230,10.009962447
3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2006,1720,7.3138868316
2.5,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1979,2780,9.210340372
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1907,1030,8.881836305
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1967,1780,9.0492322116
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1952,1700,8.9162377317
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1951,1110,9.0636947916
1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1943,1010,8.9871968207
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1980,1750,8.9154322544
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,2760,9.0488797058
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1979,2390,9.1221646811
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1966,1630,9.1616752
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1953,1230,8.7387354614
1.75,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1946,2190,8.6482214538
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,1880,8.2065836143
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1971,1460,8.9226582995
1.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1945,1020,8.794824928
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1949,1230,8.9934273704
2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1976,1800,9.106977859
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1939,2330,9.1893210048
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1948,880,9.0056504993
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1958,1870,8.9618790127
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1985,2180,8.9226582995
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,2670,10.56687116
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1978,1720,8.8928861412
2.25,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1979,1950,7.5847730776
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2007,1500,7.262628601
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1981,1760,8.9749977132
3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,1570,9.0431044526
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988,2080,9.0716528522
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1967,2610,9.1937027308
3.5,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2010,1420,8.6995147482
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1918,1180,8.7483049124
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1956,1890,9.0359869848
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1973,3790,8.881836305
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2005,1190,8.9846936904
3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1990,2540,10.176829799
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,1950,9.7604251697
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1947,980,8.3236084423
2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1968,1630,8.2337687092
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1954,2080,9.2704942948
2.75,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1932,1500,8.9450718944
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1942,1050,8.4538273158
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1180,8.466951975
1,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1924,2580,8.6033708877
2.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1988,2580,9.0149335756
2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1954,1710,8.9355087115
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1977,1960,8.885302513
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1989,2230,8.9036793329
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,1890,9.4766200382
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,1880,8.370779173
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1948,2360,9.088172738
2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,1310,7.9087547388
2.25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1963,1780,9.2078372418
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1925,1430,10.617906868
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1962,1730,8.9489756078
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1954,1240,8.9871968207
